institution,city,region,sector,first,initials,last
Kansas State University,Manhattan KS,Kansas,Soc,leah, mckeeman
Kansas State University,Manhattan KS,Kansas,Bio,kendra,k,mclauchlan
Kansas State University,Manhattan KS,Kansas,Phys,emily,j,mclaurin
Kansas State University,Manhattan KS,Kansas,Bio,rose,m,mcmurphy
Kansas State University,Manhattan KS,Kansas,Math,walter,j,mcneil
Kansas State University,Manhattan KS,Kansas,Med,jessica,marie,meekins
Kansas State University,Manhattan KS,Kansas,Soc,lisa,a,melander
Kansas State University,Manhattan KS,Kansas,Eng-Ind,hani,g,melhem
Kansas State University,Manhattan KS,Kansas,Geo,david,b,mengel
Kansas State University,Manhattan KS,Kansas,Eng-Ind,thomas,e,mertz
Kansas State University,Manhattan KS,Kansas,Bio,kristin, michel
Kansas State University,Manhattan KS,Kansas,Agr,gerad,d,middendorf
Kansas State University,Manhattan KS,Kansas,Agr,chad,t,miller
Kansas State University,Manhattan KS,Kansas,Phys,ruth,d,miller
Kansas State University,Manhattan KS,Kansas,Eng-Ind,behrooz, mirafzal
Kansas State University,Manhattan KS,Kansas,Math,masaaki, mizuno
Kansas State University,Manhattan KS,Kansas,Med,nancy,a,monteiroriviere
Kansas State University,Manhattan KS,Kansas,Agr,colby,j,moorberg
Kansas State University,Manhattan KS,Kansas,Phys,medhat,m,morcos
Kansas State University,Manhattan KS,Kansas,Bio,theodore,j,morgan
Kansas State University,Manhattan KS,Kansas,Med,geoffrey,preston,morris
Kansas State University,Manhattan KS,Kansas,Math,john,j,morris
Kansas State University,Manhattan KS,Kansas,Eng-Ind,julia,l,morse
Kansas State University,Manhattan KS,Kansas,Agr,derek,a,mosier
Kansas State University,Manhattan KS,Kansas,Agr,joseph,l,moyer
Kansas State University,Manhattan KS,Kansas,Econ,donald,j,mrozek
Kansas State University,Manhattan KS,Kansas,Math,t,b,muenzenberger
Kansas State University,Manhattan KS,Kansas,Soc,kristin, mulreadystone
Kansas State University,Manhattan KS,Kansas,Soc,ann,d,murray
Kansas State University,Manhattan KS,Kansas,Med,timothy,i,musch
Kansas State University,Manhattan KS,Kansas,Med,nancy,w,muturi
Kansas State University,Manhattan KS,Kansas,Soc,samuel,chege,mwangi
Kansas State University,Manhattan KS,Kansas,Soc,richard,b,myers
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,karen,s,myersbowman
Kansas State University,Manhattan KS,Kansas,Phys,gabriel, nagy
Kansas State University,Manhattan KS,Kansas,Phys,virginia,m,naibo
Kansas State University,Manhattan KS,Kansas,Econ,tareque, nasser
Kansas State University,Manhattan KS,Kansas,Phys,balasubramaniam, natarajan
Kansas State University,Manhattan KS,Kansas,Eng-Ind,alpa, nawre
Kansas State University,Manhattan KS,Kansas,Bio,james,r,nechols
Kansas State University,Manhattan KS,Kansas,Econ,james,w,neill
Kansas State University,Manhattan KS,Kansas,Math,mitchell,l,neilsen
Kansas State University,Manhattan KS,Kansas,Econ,bonnie,a,nelson
Kansas State University,Manhattan KS,Kansas,Bio,nathan,o,nelson
Kansas State University,Manhattan KS,Kansas,Agr,jim,l,nelssen
Kansas State University,Manhattan KS,Kansas,Soc,katherine,l,nesse
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,carolyn, norrisbaker
Kansas State University,Manhattan KS,Kansas,Soc,charlotte,shoup,olsen
Kansas State University,Manhattan KS,Kansas,Bio,bradley,j,olson
Kansas State University,Manhattan KS,Kansas,Hum,andrew, orr
Kansas State University,Manhattan KS,Kansas,Agr,sunghun, park
Kansas State University,Manhattan KS,Kansas,Bio,yoonseong, park
Kansas State University,Manhattan KS,Kansas,Soc,bimal,k,paul
Kansas State University,Manhattan KS,Kansas,Hum,gregory,d,paul
Kansas State University,Manhattan KS,Kansas,Chem,zhijian, pei
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,kristin,m,pelczarski
Kansas State University,Manhattan KS,Kansas,Soc,julie,l,pentz
Kansas State University,Manhattan KS,Kansas,Soc,della,r,perez
Kansas State University,Manhattan KS,Kansas,Phys,dunja, peric
Kansas State University,Manhattan KS,Kansas,Bio,ramasamy, perumal
Kansas State University,Manhattan KS,Kansas,Eng-Ind,robert,j,peterman
Kansas State University,Manhattan KS,Kansas,Agr,dallas,e,peterson
Kansas State University,Manhattan KS,Kansas,Chem,peter,h,pfromm
Kansas State University,Manhattan KS,Kansas,Med,randall,k,phebus
Kansas State University,Manhattan KS,Kansas,Eng-Ind,donald,j,phillippi
Kansas State University,Manhattan KS,Kansas,Bio,thomas,w,phillips
Kansas State University,Manhattan KS,Kansas,Med,charles,l,pickens
Kansas State University,Manhattan KS,Kansas,Soc,jeffrey,j,pickering
Kansas State University,Manhattan KS,Kansas,Math,louis, pigno
Kansas State University,Manhattan KS,Kansas,Math,christopher,g,pinner
Kansas State University,Manhattan KS,Kansas,Soc,joelle, pitts
Kansas State University,Manhattan KS,Kansas,Bio,thomas,gene,platt
Kansas State University,Manhattan KS,Kansas,Math,eduard, plett
Kansas State University,Manhattan KS,Kansas,Agr,eleni, pliakoni
Kansas State University,Manhattan KS,Kansas,Agr,lisa,m,pohlman
Kansas State University,Manhattan KS,Kansas,Bio,jesse,a,poland
Kansas State University,Manhattan KS,Kansas,Med,david,c,poole
Kansas State University,Manhattan KS,Kansas,Econ,angela,m,powers
Kansas State University,Manhattan KS,Kansas,Math,pavithra, prabhakar
Kansas State University,Manhattan KS,Kansas,Chem,om, prakash
Kansas State University,Manhattan KS,Kansas,Math,punit, prakash
Kansas State University,Manhattan KS,Kansas,Econ,j,bruce,prince
Kansas State University,Manhattan KS,Kansas,Med,sandra,b,procter
Kansas State University,Manhattan KS,Kansas,Geo,abdelmoneam,e,raef
Kansas State University,Manhattan KS,Kansas,Agr,channa,b,rajashekar
Kansas State University,Manhattan KS,Kansas,Math,alexander,g,ramm
Kansas State University,Manhattan KS,Kansas,Bio,venkatesh, ranganath
Kansas State University,Manhattan KS,Kansas,Med,amy, rankin
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,charles,i,rankin
Kansas State University,Manhattan KS,Kansas,Soc,michel,d,ransom
Kansas State University,Manhattan KS,Kansas,Geo,bharat,vishnu,ratra
Kansas State University,Manhattan KS,Kansas,Hum,charles,e,reagan
Kansas State University,Manhattan KS,Kansas,Phys,gerald,r,reeck
Kansas State University,Manhattan KS,Kansas,Bio,john,c,reese
Kansas State University,Manhattan KS,Kansas,Agr,william,r,reid
Kansas State University,Manhattan KS,Kansas,Agr,walter,c,renberg
Kansas State University,Manhattan KS,Kansas,Agr,david,g,renter
Kansas State University,Manhattan KS,Kansas,Med,deanna,d,retzlaff
Kansas State University,Manhattan KS,Kansas,Phys,jeremy,a,roberts
Kansas State University,Manhattan KS,Kansas,Med,kevin,r,roberts
Kansas State University,Manhattan KS,Kansas,Bio,danny,h,rogers
Kansas State University,Manhattan KS,Kansas,Med,richard,r,rosenkranz
Kansas State University,Manhattan KS,Kansas,Med,sara,k,rosenkranz
Kansas State University,Manhattan KS,Kansas,Bio,stefan, rothenburg
Kansas State University,Manhattan KS,Kansas,Agr,james,k,roush
Kansas State University,Manhattan KS,Kansas,Agr,timothy,g,rozell
Kansas State University,Manhattan KS,Kansas,Agr,john,r,ruberson
Kansas State University,Manhattan KS,Kansas,Phys,artem, rudenko
Kansas State University,Manhattan KS,Kansas,Agr,bonnie,robin,rush
Kansas State University,Manhattan KS,Kansas,Eng-Ind,andrew, rys
Kansas State University,Manhattan KS,Kansas,Econ,ronald,alan,sages
Kansas State University,Manhattan KS,Kansas,Bio,brett,k,sandercock
Kansas State University,Manhattan KS,Kansas,Bio,matthew,r,sanderson
Kansas State University,Manhattan KS,Kansas,Bio,michael,w,sanderson
Kansas State University,Manhattan KS,Kansas,Econ,sabuhi,hidayat,sardarli
Kansas State University,Manhattan KS,Kansas,Med,kevin,l,sauer
Kansas State University,Manhattan KS,Kansas,Math,eleanor,catherine,sayre
Kansas State University,Manhattan KS,Kansas,Econ,josephine,gatti,schafer
Kansas State University,Manhattan KS,Kansas,Med,rick,j,scheidt
Kansas State University,Manhattan KS,Kansas,Agr,thomas, schermerhorn
Kansas State University,Manhattan KS,Kansas,Eng-Ind,dale,e,schinstock
Kansas State University,Manhattan KS,Kansas,Agr,alan,j,schlegel
Kansas State University,Manhattan KS,Kansas,Phys,john,r,schlup
Kansas State University,Manhattan KS,Kansas,Med,karen,a,schmidt
Kansas State University,Manhattan KS,Kansas,Agr,kathrin, schrick
Kansas State University,Manhattan KS,Kansas,Bio,bruce,d,schultz
Kansas State University,Manhattan KS,Kansas,Soc,walter,r,schumm
Kansas State University,Manhattan KS,Kansas,Agr,bryan,w,schurle
Kansas State University,Manhattan KS,Kansas,Med,benjamin,b,schwab
Kansas State University,Manhattan KS,Kansas,Math,caterina,maria,scoglio
Kansas State University,Manhattan KS,Kansas,Geo,david,r,seamon
Kansas State University,Manhattan KS,Kansas,Soc,martin, seay
Kansas State University,Manhattan KS,Kansas,Soc,timothy,j,shaffer
Kansas State University,Manhattan KS,Kansas,Soc,aleksan, shanoyan
Kansas State University,Manhattan KS,Kansas,Math,ajay, sharda
Kansas State University,Manhattan KS,Kansas,Soc,ryan,l,sharp
Kansas State University,Manhattan KS,Kansas,Soc,james,e,sherow
Kansas State University,Manhattan KS,Kansas,Chem,aleksey,y,sheshukov
Kansas State University,Manhattan KS,Kansas,Agr,jishu,n,shi
Kansas State University,Manhattan KS,Kansas,Bio,candice,a,shoemaker
Kansas State University,Manhattan KS,Kansas,Agr,douglas,e,shoup
Kansas State University,Manhattan KS,Kansas,Phys,j,kenneth,shultis
Kansas State University,Manhattan KS,Kansas,Eng-Ind,dragoslav, simic
Kansas State University,Manhattan KS,Kansas,Soc,charlene,n,simser
Kansas State University,Manhattan KS,Kansas,Soc,lee,r,skabelund
Kansas State University,Manhattan KS,Kansas,Econ,jeffrey,c,skibins
Kansas State University,Manhattan KS,Kansas,Agr,john,w,slocombe
Kansas State University,Manhattan KS,Kansas,Geo,jeffrey,s,smith
Kansas State University,Manhattan KS,Kansas,Math,paul,e,smith
Kansas State University,Manhattan KS,Kansas,Math,weixing, song
Kansas State University,Manhattan KS,Kansas,Eng-Ind,gregory,l,spaulding
Kansas State University,Manhattan KS,Kansas,Soc,jacqueline,d,spears
Kansas State University,Manhattan KS,Kansas,Math,craig, spencer
Kansas State University,Manhattan KS,Kansas,Geo,joel,q g,spencer
Kansas State University,Manhattan KS,Kansas,Soc,w,franklin,spikes
Kansas State University,Manhattan KS,Kansas,Bio,james,p,stack
Kansas State University,Manhattan KS,Kansas,Soc,craig,s,stapley
Kansas State University,Manhattan KS,Kansas,Agr,charles,r,stark
Kansas State University,Manhattan KS,Kansas,Agr,shelli,k,starrett
Kansas State University,Manhattan KS,Kansas,Soc,timothy,r,steffensmeier
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,kevin,francis,steinmetz
Kansas State University,Manhattan KS,Kansas,Agr,jeffrey,s,stevenson
Kansas State University,Manhattan KS,Kansas,Soc,david,r,steward
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,sandra,m,stith
Kansas State University,Manhattan KS,Kansas,Med,steven,l,stockham
Kansas State University,Manhattan KS,Kansas,Soc,robert,w,stokes
Kansas State University,Manhattan KS,Kansas,Hum,david, stone
Kansas State University,Manhattan KS,Kansas,Eng-Ind,raymond,a,streeter
Kansas State University,Manhattan KS,Kansas,Econ,jaebeom, suh
Kansas State University,Manhattan KS,Kansas,Bio,xiuzhi, sun
Kansas State University,Manhattan KS,Kansas,Econ,diane,l,swanson
Kansas State University,Manhattan KS,Kansas,Geo,daniel,w,sweeney
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,esther,lee,swilley
Kansas State University,Manhattan KS,Kansas,Soc,maggie,lee,syme
Kansas State University,Manhattan KS,Kansas,Soc,rosemary,s,talab
Kansas State University,Manhattan KS,Kansas,Bio,masaaki, tamura
Kansas State University,Manhattan KS,Kansas,Hum,scott,daniel,tanona
Kansas State University,Manhattan KS,Kansas,Soc,lisa, tatonetti
Kansas State University,Manhattan KS,Kansas,Soc,kay,ann,taylor
Kansas State University,Manhattan KS,Kansas,Econ,mykel,rae,taylor
Kansas State University,Manhattan KS,Kansas,Med,loubna, tazi
Kansas State University,Manhattan KS,Kansas,Med,james,m,teagarden
Kansas State University,Manhattan KS,Kansas,Hum,rosa,e,terlazzo
Kansas State University,Manhattan KS,Kansas,Chem,tesfaye, tesso
Kansas State University,Manhattan KS,Kansas,Agr,justin,david,thomason
Kansas State University,Manhattan KS,Kansas,Agr,curtis,r,thompson
Kansas State University,Manhattan KS,Kansas,Bio,david,e,thompson
Kansas State University,Manhattan KS,Kansas,Soc,david,c,thompson
Kansas State University,Manhattan KS,Kansas,Agr,j,garth,thompson
Kansas State University,Manhattan KS,Kansas,Agr,daniel,u,thomson
Kansas State University,Manhattan KS,Kansas,Chem,uwe,paul erich,thumm
Kansas State University,Manhattan KS,Kansas,Bio,evan,c,titgemeyer
Kansas State University,Manhattan KS,Kansas,Bio,michael, tobler
Kansas State University,Manhattan KS,Kansas,Med,richard,b,todd
Kansas State University,Manhattan KS,Kansas,Med,john,m,tomich
Kansas State University,Manhattan KS,Kansas,Agr,peter,j,tomlinson
Kansas State University,Manhattan KS,Kansas,Econ,glynn,t,tonsor
Kansas State University,Manhattan KS,Kansas,Bio,christopher, toomajian
Kansas State University,Manhattan KS,Kansas,Hum,benjamin, torrico
Kansas State University,Manhattan KS,Kansas,Bio,matthew,w,totten
Kansas State University,Manhattan KS,Kansas,Eng-Ind,carlos,a,trallero
Kansas State University,Manhattan KS,Kansas,Bio,harold,n,trick
Kansas State University,Manhattan KS,Kansas,Bio,deryl,l,troyer
Kansas State University,Manhattan KS,Kansas,Soc,alice,j,trussell
Kansas State University,Manhattan KS,Kansas,Math,victor, turchin
Kansas State University,Manhattan KS,Kansas,Soc,caroline,mercy,tushabe
Kansas State University,Manhattan KS,Kansas,Econ,joseph,c,ugrin
Kansas State University,Manhattan KS,Kansas,Bio,mark,c,ungerer
Kansas State University,Manhattan KS,Kansas,Agr,john,a,unruh
Kansas State University,Manhattan KS,Kansas,Soc,ellen,r,urton
Kansas State University,Manhattan KS,Kansas,Agr,praveen,v,vadlani
Kansas State University,Manhattan KS,Kansas,Bio,christopher,i,vahl
Kansas State University,Manhattan KS,Kansas,Hum,david,d,vail
Kansas State University,Manhattan KS,Kansas,Agr,deon, van der merwe
Kansas State University,Manhattan KS,Kansas,Med,dana,l,vanlandingham
Kansas State University,Manhattan KS,Kansas,Eng-Ind,eugene,y,vasserman
Kansas State University,Manhattan KS,Kansas,Med,govindsamy, vediyappan
Kansas State University,Manhattan KS,Kansas,Bio,michael,terrence,veeman
Kansas State University,Manhattan KS,Kansas,Soc,amber,veree,vennum
Kansas State University,Manhattan KS,Kansas,Med,victoriya, volkova
Kansas State University,Manhattan KS,Kansas,Math,dan, volok
Kansas State University,Manhattan KS,Kansas,Soc,thomas,s,vontz
Kansas State University,Manhattan KS,Kansas,Soc,justin,w,waggoner
Kansas State University,Manhattan KS,Kansas,Math,elliott,o,wagner
Kansas State University,Manhattan KS,Kansas,Med,donghai, wang
Kansas State University,Manhattan KS,Kansas,Agr,haiyan, wang
Kansas State University,Manhattan KS,Kansas,Bio,jida, wang
Kansas State University,Manhattan KS,Kansas,Bio,weiqun, wang
Kansas State University,Manhattan KS,Kansas,Eng-Ind,youqi, wang
Kansas State University,Manhattan KS,Kansas,Soc,john,m,warner
Kansas State University,Manhattan KS,Kansas,Eng-Ind,brian,r,washburn
Kansas State University,Manhattan KS,Kansas,Agr,robert,lewis,weaber
Kansas State University,Manhattan KS,Kansas,Math,oliver,l,weaver
Kansas State University,Manhattan KS,Kansas,Agr,mark,louis s,weiss
Kansas State University,Manhattan KS,Kansas,Agr,stephen,m,welch
Kansas State University,Manhattan KS,Kansas,Soc,michael,l,wesch
Kansas State University,Manhattan KS,Kansas,Hum,karin,e,westman
Kansas State University,Manhattan KS,Kansas,Chem,david,l,wetzel
Kansas State University,Manhattan KS,Kansas,Eng-Ind,warren,n,white
Kansas State University,Manhattan KS,Kansas,Med,warren,j,white
Kansas State University,Manhattan KS,Kansas,Agr,anna,e,whitfield
Kansas State University,Manhattan KS,Kansas,Soc,dan,w,wilcox
Kansas State University,Manhattan KS,Kansas,Soc,bradford,b,wiles
Kansas State University,Manhattan KS,Kansas,Agr,lisa,r,wilken
Kansas State University,Manhattan KS,Kansas,Agr,melinda,j,wilkerson
Kansas State University,Manhattan KS,Kansas,Agr,gayle,k,willard
Kansas State University,Manhattan KS,Kansas,Soc,jeffery,r,williams
Kansas State University,Manhattan KS,Kansas,Agr,kimberly,a,williams
Kansas State University,Manhattan KS,Kansas,Agr,christine,a,wilson
Kansas State University,Manhattan KS,Kansas,Hum,donald,y,wilson
Kansas State University,Manhattan KS,Kansas,Hist-Ped-Psi,wesley,t,wise
Kansas State University,Manhattan KS,Kansas,Bio,kimberly,a,with
Kansas State University,Manhattan KS,Kansas,Soc,naomi,j,wood
Kansas State University,Manhattan KS,Kansas,Soc,spencer, wood
Kansas State University,Manhattan KS,Kansas,Agr,raelene,marie,wouda
Kansas State University,Manhattan KS,Kansas,Soc,bruce, wrightsman
Kansas State University,Manhattan KS,Kansas,Math,cen, wu
Kansas State University,Manhattan KS,Kansas,Phys,gary,m,wysin
Kansas State University,Manhattan KS,Kansas,Econ,tian, xia
Kansas State University,Manhattan KS,Kansas,Med,yulan, xiong
Kansas State University,Manhattan KS,Kansas,Soc,sally,j,yahnke
Kansas State University,Manhattan KS,Kansas,Soc,li, yang
Kansas State University,Manhattan KS,Kansas,Soc,yang, yang
Kansas State University,Manhattan KS,Kansas,Bio,zhilong, yang
Kansas State University,Manhattan KS,Kansas,Econ,elizabeth, yeager
Kansas State University,Manhattan KS,Kansas,Soc,susan,m,yelich biniecki
Kansas State University,Manhattan KS,Kansas,Med,erin,lucretia,yelland
Kansas State University,Manhattan KS,Kansas,Math,david, yetter
Kansas State University,Manhattan KS,Kansas,Agr,michael,edward,young
Kansas State University,Manhattan KS,Kansas,Soc,daryl,c,youngman
Kansas State University,Manhattan KS,Kansas,Econ,han, yu
Kansas State University,Manhattan KS,Kansas,Eng-Ind,raphael,a,yunk
Kansas State University,Manhattan KS,Kansas,Math,richard,andrew,zajac
Kansas State University,Manhattan KS,Kansas,Med,lydia,helen,zeglin
Kansas State University,Manhattan KS,Kansas,Phys,anna, zemlyanova
Kansas State University,Manhattan KS,Kansas,Agr,guorong, zhang
